student_id,age,gender,socioeconomic_status,commute_distance,attendance_rate,previous_grades,current_gpa,financial_aid,part_time_job,extracurricular_activities,next_semester_dropout
272,21,Male,High,29.279006715877717,58.060940598756126,50.745696359690896,3.620602792735644,1,1,0,0
273,19,Male,Low,18.49893680572464,82.82048017503286,63.53306760601241,1.7094247367160835,0,0,1,1
274,23,Male,Low,39.589905207080186,98.55754536841428,96.86678187815379,1.634520247845304,0,1,1,1
275,24,Other,Low,13.299067779852713,78.10944055322625,48.471943812231096,3.2081062012781967,0,0,1,0
276,21,Female,High,28.63962741284237,85.73766382219729,85.81095062009274,1.9600483392621753,0,0,0,0
277,24,Female,Medium,18.570344614718785,53.42252262830084,46.52095236248152,2.51813407723551,0,0,0,1
278,20,Male,Low,33.17492261168593,70.88334979084973,98.87545464347662,1.487533195892369,0,0,1,1
279,20,Female,High,12.779546731781839,55.81792425822479,62.8969899465481,3.879237164385908,1,0,0,0
280,18,Male,High,10.388054341006463,80.63979177682552,86.51407233394336,3.554744200051712,1,1,0,0
281,24,Female,High,45.99371524709642,96.92410791070773,60.555464968667906,3.59136886889501,1,0,1,0
282,23,Male,High,5.988380464527308,83.08888662358193,77.66013262952852,2.2203212457160157,0,0,0,0
283,22,Male,Low,25.79193747901165,53.84015241572108,51.52096508440221,3.2870836411215185,0,0,0,0
284,21,Male,Medium,11.821786365187437,67.73331024925415,48.761261157817756,1.4316284661693404,1,0,0,0
285,19,Male,Medium,2.9075682029577052,77.53316897204257,96.28384837408788,1.0258570077753408,0,0,0,1
286,23,Female,High,2.7649220962798933,70.16038780666261,95.058836674266,1.0599187977340843,1,0,1,0
287,23,Male,Medium,9.58586683318554,91.68220052375861,93.24813641277294,2.7598052122136814,1,0,1,0
288,20,Female,Medium,43.47174737079401,90.73355023549945,77.52600700999561,2.3661847157438225,0,0,1,0
289,24,Male,Medium,14.841458454874306,80.59155100516108,88.49609267297669,2.554046046725559,1,0,1,0
290,18,Female,Low,47.57249935818949,68.67289725663527,44.14221621468249,1.0223894212516582,1,0,1,1
291,18,Male,Medium,29.499492356470483,62.7668186881622,60.087342513440746,2.2680598589722774,0,0,1,1
292,21,Male,High,22.394095298669537,55.293715910656466,58.822187485429374,3.1542044836025824,0,0,0,0
293,20,Female,High,29.424352898803274,67.7448841743277,78.1387193171568,2.3280811059023074,0,1,1,1
294,23,Male,Low,26.31822087608712,70.65862586038597,61.35746640823843,3.196657618936667,0,0,0,0
295,22,Male,Low,38.180036434108935,83.79114625520367,48.91040689862085,1.6990568931905043,0,0,1,1
296,20,Female,Low,14.84230723266976,82.90799121487868,75.78802452481261,3.4394260134451766,0,0,1,0
297,21,Female,Medium,18.299469188414818,53.50540698206285,88.86303524014488,2.765293721360357,1,0,0,0
298,21,Male,High,44.81062082412929,69.76296577155789,62.92740966759839,1.6322892982897188,0,1,1,1
299,20,Male,Low,47.37636914436987,59.0889433608681,47.9361229059089,1.710161427561499,0,0,0,1
300,21,Female,Medium,44.73535314683725,57.840635265840284,51.80129183876939,2.8840913937086112,1,1,1,1
301,20,Male,High,21.552951703908366,91.36510748686229,54.24899831016304,3.4898187796373303,0,1,0,0
302,19,Male,Medium,39.237909647337204,52.095760835812875,57.99385557967217,2.2468833460874658,1,0,1,0
303,20,Male,Medium,24.340450931753843,70.95914379510606,78.56770423037855,1.7749012873827765,0,0,0,1
304,24,Female,Medium,25.379452755159008,58.41018278832591,76.05672907226314,3.601034820731801,0,0,0,0
305,20,Female,Medium,11.029325343806914,93.9665107839237,81.76479169402235,3.007804875252505,0,0,0,0
306,21,Male,Low,29.965384859667306,77.85202566375176,61.75011907189079,2.3442564618492296,1,0,0,0
307,24,Male,Medium,10.120658989914048,61.569031818842404,89.4398591127987,2.4637005858379055,0,0,0,0
308,21,Male,Medium,17.246670254292496,75.12136435831883,52.245259669345614,1.6127694038091893,1,0,1,0
309,18,Female,High,42.89647987937682,86.5743179851558,68.14244485108924,2.880407890194532,0,0,0,0
310,18,Male,Medium,11.146714651331905,97.9059004459717,88.05632329248581,2.076227531628666,0,0,0,0
311,24,Male,Medium,4.486755973498208,61.02230021227095,50.80951886395715,3.9869355300230476,0,1,0,0
312,19,Female,Low,4.381372038027999,94.30908860646726,46.59178682444698,2.4405505457856638,1,0,1,0
313,18,Male,Medium,47.098441504652286,96.71520570837451,93.02103806127938,2.4576568185688394,1,1,1,0
314,20,Female,Low,25.839101460129896,95.82102722660332,60.57577976555176,2.6975553622320154,0,0,1,0
315,21,Male,Low,21.061191519033898,81.7707178430955,81.03220749454192,3.7502680093562404,0,0,1,0
316,18,Male,Medium,40.733050469388004,81.49103272173538,41.52091625583631,3.402454299579251,0,0,0,0
317,18,Male,High,41.955470467615285,70.16053165919114,81.40281330456698,2.3533902093935244,0,0,0,0
318,19,Female,Low,17.277360622664627,87.6198941151894,58.96607869281823,3.156097797918388,0,0,0,0
319,24,Female,Medium,34.98728481621597,76.56470091754659,43.34445121524651,2.7587064963422847,1,0,1,0
320,24,Female,High,38.785017976742445,83.87190356141473,76.58876569288702,2.4771011461037467,1,1,1,0
321,23,Male,Low,33.07788365643177,71.42289519243977,54.448228964390395,1.5769473183530516,0,0,0,1
322,19,Female,Medium,8.428158665204869,86.57482320215695,63.2084345231128,2.3918087903646725,0,0,0,0
323,20,Male,Medium,43.91827109233579,91.22357588022746,44.83484873719082,1.737455761067724,1,1,0,0
324,24,Male,Medium,27.415633084064428,57.32181283014081,48.82979506569672,3.744526449554964,1,1,0,0
325,21,Female,Low,14.841148892130182,91.6464857787114,57.87863412975062,2.0062204404890407,0,0,1,0
326,19,Male,Medium,21.836181086447002,77.01482658951537,45.385570033609426,3.856792043600117,0,0,0,0
327,18,Male,Medium,2.8409834295464615,92.23329545451122,94.64957588117892,2.599165870284134,0,1,1,0
328,21,Male,Medium,7.26547325989846,71.56508531705073,40.36282259103871,2.8946331360284807,0,0,0,0
329,21,Male,Low,38.511790775277184,68.95202426915175,69.03161313185868,2.6288213334679833,0,0,1,1
330,18,Male,Medium,1.000570103012941,95.75303662586111,47.394847487953086,1.3881418509001027,0,0,1,1
331,19,Female,Low,21.411725595632316,62.55846337742007,58.46074536867691,2.127463657023823,1,1,1,1
332,18,Male,Medium,26.602998873193833,92.21061626430716,95.56357358909594,1.297438336832872,0,0,1,1
333,23,Female,Low,3.6770865800476424,74.2010286254702,49.70167319643921,2.868862132550145,0,1,1,1
334,21,Female,High,48.68082998564431,75.70477212756299,97.94993918309996,2.3406225856013165,0,0,1,0
335,22,Male,Medium,12.080141231233926,65.4234140744742,52.3476626193653,3.3339549147128107,1,1,1,0
336,22,Male,Medium,15.905737262177762,78.65211003095078,84.49396650800978,1.6614114429981095,1,0,1,0
337,20,Male,Low,15.893183100496339,66.26055981381057,72.8006358938387,1.4936981752880047,0,0,1,1
338,24,Female,Medium,12.290416443750145,51.96347071208262,93.06872365580554,2.218996692891303,0,1,1,1
339,18,Male,High,1.0722172822292593,63.5999302672178,73.23959533018785,3.7797561496551433,1,0,1,0
340,18,Female,High,36.73789491031182,50.31895217032953,72.07355314937851,3.1312654450372355,0,0,1,0
341,20,Male,Medium,48.37542949016498,98.91773935284283,51.72748002210399,2.256770874378756,0,0,0,0
342,20,Female,Medium,11.990380680967208,98.28736049098737,49.97376172309952,2.551816509262932,0,0,0,0
343,20,Male,Medium,33.4893123983677,69.75776487361526,94.98934906693086,1.252639033531295,0,0,0,1
344,21,Male,High,37.35292002097704,86.4185427169823,59.67029193100204,3.953727689128339,0,0,1,0
345,23,Female,Medium,42.57284357543571,67.29030492052125,62.324935297773756,2.9992219140847567,1,0,1,0
346,18,Female,Medium,21.708830653666848,83.5546578542988,85.5894195057033,1.8562122053902674,1,0,0,0
347,21,Male,Medium,15.843614376381034,90.27150215229895,60.32940894536844,2.7574251826457328,0,0,1,0
348,20,Female,Medium,16.939461567128525,97.33781223461204,97.12374679834016,1.3284470982069818,1,0,1,0
349,18,Female,Low,35.91844532182713,70.0106137924836,84.27566613992802,3.897510006422751,0,1,0,0
350,21,Female,Medium,41.02219385877616,89.16489914780239,75.8457545544052,1.5243549636500977,0,0,1,1
351,23,Female,Medium,9.89908442007353,63.29642253160594,92.85370963268514,2.9440909541656426,0,0,1,0
352,21,Male,Medium,19.176109399730496,99.51661518968243,42.97635450096897,1.7363633876167914,1,1,0,0
353,23,Male,Low,45.195069640708354,51.288479938217556,55.423761531352525,3.152684147945607,0,0,1,0
354,20,Male,Medium,40.52798246504222,80.17644032505605,67.9021800532546,3.3304641017208434,0,1,1,0
355,23,Female,Medium,49.258061735361316,82.97529908256635,53.61871236829126,3.020259186734298,1,1,0,0
356,18,Female,Medium,37.958164724421955,84.40227785370644,84.63431123812911,2.8434983807655776,1,1,0,0
357,20,Male,Low,20.26656485036819,56.01937893945445,95.15248186322351,3.677407281856035,1,0,1,0
358,18,Male,Medium,29.94125386573725,96.92648917365652,65.4262071958554,1.2358801329692741,0,1,0,1
359,22,Female,Medium,33.389698458118694,59.059163952504136,60.527956006713694,1.9927442973405856,0,1,0,1
360,19,Other,Medium,4.844334999539074,81.13767016199205,97.69304392825399,1.7448624388925378,0,0,0,0
361,23,Female,Medium,27.680350996089388,61.133803956154246,66.69114596965245,3.9640418861962647,0,0,1,0
362,19,Male,Medium,35.75672059515787,65.36082085106355,69.342904026957,2.1681693390006203,1,0,1,0
363,19,Male,High,9.198743896051958,77.32292708640622,61.09899234051432,3.1978380977211964,0,0,1,0
364,23,Male,Low,39.2509541538523,70.85967092822882,94.57290838072831,3.0541754916430137,0,0,0,0
365,20,Female,High,29.60486624519147,58.01128004882531,74.13732899691104,1.6362437124321332,1,0,1,1
366,22,Male,Medium,47.658867499182136,58.546820121042416,85.73047523089868,1.7169930406346539,0,0,0,1
367,18,Female,Low,3.078692612137693,70.90723940813999,88.70840310105318,1.8438536906591023,0,0,0,1
368,21,Male,Low,14.000980740217882,87.86414891377504,60.510942515035495,2.233381834778138,1,0,0,0
369,18,Female,Medium,30.47614008569138,94.89823234238943,66.0216598792228,1.7029751969515803,1,0,0,0
370,21,Female,Medium,15.531435698090604,54.20638311296914,90.90830646437587,1.0589544482405433,1,1,1,1
371,18,Female,Medium,36.00678403949087,69.65519537797005,61.79532110054862,3.6381791704215862,0,0,1,0
372,23,Male,Medium,38.191258843574616,55.01227818614383,87.63610800711108,3.8968294941426525,0,0,0,0
373,22,Male,Medium,6.023282239257248,50.82962403162989,96.45953935446622,2.0247111610947037,1,0,1,0
374,21,Male,Medium,26.17886874613162,83.08593413219782,77.39262238408043,2.015520638276419,0,0,1,1
375,24,Female,Low,25.935637223961738,80.12247209832938,84.49763724711333,1.021275438323113,0,1,1,1
376,20,Female,Medium,19.094757740561512,58.15095569074431,88.3058387224681,3.040752064991122,1,1,0,0
377,18,Female,Medium,46.713318265913934,61.690641654653206,90.70237893379854,3.476319687245886,0,0,1,0
378,18,Female,Low,41.54780967378784,51.18538768222592,63.70320027140776,1.4398249010800095,1,1,0,1
379,21,Female,Low,35.1632597135722,91.74736028472019,43.07580755055989,1.478999048101452,0,0,1,1
380,20,Male,Medium,36.00200515101488,98.73452980242757,64.11257627420437,3.370249749914313,0,0,0,0
381,20,Female,Medium,23.624091046842835,56.77297683973454,80.42537378704539,2.848872245062434,0,0,1,1
382,23,Male,High,46.128731533732214,61.573760688264905,67.02102314684757,1.134581672883151,1,1,0,1
383,24,Male,High,35.03517593541098,93.4204761973467,84.93778905162392,2.867640971386845,0,0,0,0
384,23,Female,Medium,36.720072021135,96.32318989780924,61.41894576811983,1.9267531685312982,0,0,1,0
385,23,Male,Medium,43.22285428557992,70.98136914034052,78.08464846624177,2.106175466412538,1,1,1,1
386,23,Male,Medium,14.429507877767358,52.53112361345371,51.185188291238475,3.309194254890641,1,0,1,0
387,23,Female,Medium,40.54647428946845,51.96959168464097,84.96216619869742,3.432805578017832,1,0,1,0
388,23,Male,Low,10.56678954486811,78.69749330345053,72.74175812878156,2.201069880519492,0,1,0,1
389,22,Female,Medium,17.921755659999505,69.64475544465895,52.24386331279604,3.8414588080190644,0,0,1,0
390,20,Male,High,17.444912259222292,51.43262137888273,57.51467040986844,2.2193881538562166,1,0,0,0
391,23,Male,Medium,48.94774795106789,79.16261961562785,84.91652251490994,3.3155081056903297,1,0,0,0
392,20,Male,Medium,42.97032396364842,50.565126829451124,68.95607413969124,2.451631793692777,0,0,1,0
393,20,Male,Medium,35.357323217922726,89.36859790746365,52.96188642358433,3.692596979566252,0,0,1,0
394,19,Female,Low,36.625781319154115,65.32164113516858,98.03627142221785,3.723283730950536,1,0,1,0
395,22,Male,Medium,28.541566925725984,52.012900150461604,82.90750118901327,1.2622504236132515,0,0,1,1
396,23,Female,Medium,47.40744268831744,79.41761104915767,97.42808995238777,3.809479993930677,1,0,1,0
397,18,Male,Low,25.316678891235714,69.88422072165274,65.62630272162059,3.476604524561247,0,1,0,0
398,21,Female,Low,19.64536778362483,98.69002066785748,68.50602044150322,3.3739321429380005,0,1,0,0
399,24,Female,High,8.988731509647959,77.2099331251851,93.87731297110115,1.6027340190565673,1,0,1,0
400,18,Female,Low,39.52407696079184,63.76195905185041,71.50296041472308,3.4153576262639946,0,0,0,0
401,22,Male,Medium,36.98775267170398,85.47194323169873,82.43673471434002,3.5503982040551105,0,1,0,0
402,21,Male,Low,19.83339688768261,63.57460012713557,55.1303726497318,1.867451003362453,0,0,0,1
403,22,Male,High,2.2344772840022387,95.21216457037826,66.80358812215843,3.8567802350869713,0,0,1,0
404,20,Female,Low,42.11086905818252,68.73609852536882,47.406991948621304,1.1495804391974929,1,1,0,1
405,21,Male,Medium,1.5594811892496079,77.49342813881026,52.3588021526177,1.4497277597414189,1,1,1,0
406,20,Female,High,35.48128920182349,52.52865519121144,40.056604916057864,2.6127434141545427,1,1,1,0
407,18,Female,High,48.5425983765768,71.30606189761154,42.35590309891961,2.727377413366929,0,1,0,0
408,18,Male,Low,22.44540507926197,91.61817698304975,98.63702939061577,2.9354502499027104,0,0,1,0
409,21,Female,High,12.513696844801686,90.2824402681671,54.54122170820574,1.0509073879463995,0,0,1,1
410,21,Male,Medium,35.5386794921257,61.215927942676316,79.79864257024012,3.8811003238663906,1,0,1,0
411,23,Male,Medium,41.039278958763674,61.303953550528135,90.3459819279767,1.133764278202432,1,0,1,1
412,22,Female,Low,27.77508548781452,90.86526561066184,73.03962755419386,1.4291858581702073,1,0,0,0
413,23,Female,Low,48.384728487551165,96.51992100846627,49.18867000503737,1.0420435525781708,0,1,1,1
414,22,Female,Medium,3.531767361240094,54.768046063650175,83.68698624016999,2.700575299882284,0,1,0,1
415,23,Male,Medium,25.734984316921878,72.50293197131126,76.01508460597498,3.7968006517629167,0,0,1,0
416,20,Male,Medium,36.20424341880496,66.87271394821144,83.8750353608425,2.997841498241393,0,1,1,0
417,21,Female,Medium,43.269383086309766,93.53442277287198,86.18479737142523,3.467972405441282,0,1,1,0
418,18,Female,Medium,9.783524983481712,54.176245734000936,98.5246220610847,1.0398436103757402,1,0,0,1
419,22,Female,Low,40.200170606420386,60.55629712790187,74.4137968016026,2.6260458954391783,0,0,0,1
420,22,Male,Medium,28.082646710208717,87.62341687932471,60.498466761436106,2.3786889325165657,0,0,0,0
421,18,Female,Low,20.431130417508196,52.56469244906078,78.90787341401423,2.496903832662379,0,0,0,1
422,23,Male,Medium,7.454036400375585,74.62676903571446,44.10644255455757,1.2166395560055638,1,0,0,0
423,22,Male,Medium,43.39949218653671,72.105351733986,93.84383909929518,3.0533060832079224,0,0,1,0
424,24,Female,High,8.706387200806052,66.72005894943743,47.16286068029181,2.5096612445759034,1,0,0,0
425,20,Male,Low,16.179605101245862,69.72861576594619,59.670570273149096,3.295446549583792,1,0,1,0
426,21,Female,Low,15.212231066159408,76.49702934651165,88.94472283756726,2.4558719021851463,0,1,0,1
427,18,Male,Low,43.69928767535186,58.06836791941916,75.83874269984271,1.4481449086792963,1,0,1,1
428,21,Male,Low,33.962446716236,78.59979391417964,63.618131216646525,2.944770862233466,0,1,1,0
429,24,Female,Low,40.037388462377244,90.27161646499931,68.40613956250128,1.5171590863154987,0,0,1,1
430,22,Female,High,13.27292704083245,88.00804648950796,91.27284359213081,3.6171836900644445,1,0,1,0
431,22,Female,Low,31.618830880742948,57.69499523468868,60.40026316359353,2.8393487172077245,1,1,0,1
432,24,Female,Low,29.015553174043685,57.462473487073694,92.17898108873028,1.4716116506708627,0,0,1,1
433,18,Female,Medium,41.808688462625284,63.40871838724567,45.28806585860149,3.8870141724436205,0,0,0,0
434,20,Female,Medium,45.398265963581764,68.05373631705186,86.60790623251785,2.555096390005962,0,1,0,1
435,19,Female,Medium,1.5956818023919537,70.42277907042413,90.85285798328418,1.218695355614965,0,0,1,1
436,18,Male,Low,34.02697603388084,83.98486084166726,50.909059170240326,2.880498713245202,0,0,0,0
437,19,Female,Medium,3.539954156866722,52.83402160829177,65.82079194233202,1.7595967210384307,0,0,1,1
438,24,Male,Low,27.89407458879044,51.73363521130332,49.929986479819334,3.411080355631907,0,1,0,0
439,23,Other,Low,15.094003723140233,69.59552814719545,82.39624773965306,3.453466220698572,1,0,0,0
440,19,Female,High,16.03205337658492,84.85818460689902,72.12086608369941,3.9368420675639855,0,0,0,0
441,20,Male,Low,18.294966669165472,59.67176714782413,78.11940080249926,2.5056085930735112,0,0,0,0
442,23,Female,Medium,31.443330003430894,82.0752240628126,51.78921801737267,2.3648706391832115,0,0,0,0
443,19,Female,Medium,17.36844831776969,62.991406897014976,52.70475172314517,3.260426816339442,1,1,0,0
444,24,Male,Medium,36.90225347892374,94.30430544067582,42.48983953059438,1.3974119690257796,0,0,0,1
445,23,Female,High,20.821841893119615,94.78449721333082,59.32405211174378,2.6407465413793725,0,0,1,0
446,24,Female,Low,4.349306815187973,64.86436021406632,73.5846796800205,2.638742800392553,0,0,0,1
447,19,Male,Medium,39.40423228172126,61.49968769816203,91.47609483983973,1.2684193684311618,1,1,1,1
448,24,Female,High,15.002157905042594,70.56519860331156,80.01564684752084,2.2539522565207406,0,0,0,1
449,20,Male,Medium,22.20557710036387,62.026579259007434,66.12377940398508,3.559854395701606,1,1,1,0
450,19,Female,High,34.58675027787317,83.61919216458517,97.18720686364827,3.568460865983981,1,1,0,0
451,19,Other,Low,17.290351700286887,91.30323422741428,83.1547120345499,1.297712994759043,1,0,0,0
452,19,Female,Medium,3.7726971511890657,83.65460654556085,95.809912171753,1.2721626482434925,1,0,1,0
453,18,Male,Low,19.322131303627867,91.21752236246748,71.65527839632995,1.788086431005806,0,0,0,1
454,18,Female,Medium,47.27798055202087,69.84960811037371,55.53425648758838,3.6242981876619806,0,1,1,0
455,18,Female,High,32.44498546762935,57.815848535443045,43.16960118188332,1.3867077552204967,1,0,0,1
456,20,Male,Low,33.90247828469314,86.89754736987962,83.56509108903103,3.1599904078823386,0,0,1,0
457,23,Female,Medium,31.981825528244354,68.0237252570777,47.27817988033205,1.3034968588393097,0,1,0,1
458,24,Male,Low,10.750614809012403,83.56354126145663,58.166507696318035,2.8694135612434764,1,0,0,0
459,22,Female,Medium,21.498359341011728,63.53219709908828,71.94825447303384,2.0682018973574343,0,0,1,0
460,19,Male,Medium,37.796050119802594,54.06148174033363,73.86499526678486,3.366741888897601,0,0,0,0
461,24,Male,High,5.967271980104798,99.62908977438818,76.03499181922817,1.7010713464760907,0,0,1,1
462,19,Male,Medium,14.614786028395901,57.81007539652997,49.97531982098204,2.9176054881698796,0,1,0,0
463,20,Female,Medium,14.539636314826828,99.42104969817404,62.784244289298925,1.7070476037276547,1,0,1,0
464,19,Male,Low,22.168927452130795,98.86399662832235,77.031653627018,3.1409808493364615,0,0,0,0
465,18,Female,Low,49.03806830616707,89.69090519540198,98.18913187802708,3.621034103682246,0,1,1,0
466,22,Male,Low,4.307624787507275,82.97114810409988,83.65786826198132,1.3804053973802801,0,0,1,1
467,21,Male,Low,26.416348724649158,78.89035251255423,95.35622542563746,3.5997870657865105,1,1,0,0
468,19,Female,High,9.788869418598312,93.30507726889174,85.73272349885062,2.7807257632428937,1,1,0,0
469,24,Female,Medium,48.56315072507746,64.4719760809744,75.50301813354403,1.381331472601072,0,0,0,1
470,18,Male,Medium,6.551871731645746,73.38406062424386,51.52140214818067,2.282625566079136,1,0,1,0
471,21,Female,Low,20.77644911571797,80.9694984683251,80.00113911355078,1.4825808804552936,0,1,0,1
472,22,Female,High,37.156364256895706,70.55952379347455,77.40277395759443,3.1010436665997085,1,0,0,0
473,21,Female,Medium,35.52316697334482,71.3743227045134,76.14815022743599,3.276604403253849,0,0,0,0
474,18,Male,Low,21.71370320780268,66.51423337510423,69.38715207929445,1.317389560818397,1,1,0,1
475,23,Male,Medium,17.979684229683194,78.2115908342268,71.71939623935654,2.518419558083933,0,0,1,0
476,23,Female,Medium,20.483006549090657,92.5287264007558,60.06655162708624,3.4438751680777515,0,1,1,0
477,21,Male,Low,13.949536894773324,60.076418900315645,71.15876155853819,3.8084891246529895,0,0,1,0
478,20,Female,Medium,11.06131399663319,96.72165193767208,51.85335434070869,2.54055360022531,1,0,1,0
479,24,Female,Medium,24.66894518038561,84.45438268741148,88.3104638416226,3.8508376708342213,0,0,1,0
480,24,Female,Low,14.15815404731276,91.1636606340015,51.14661728192247,2.6070669113680895,1,1,0,0
481,21,Female,High,15.085621579965256,77.80953463150058,45.097977393367984,2.182571483799724,0,0,0,0
482,19,Other,High,33.181047110253296,88.97583507120316,66.17476158142944,3.5446093856586867,0,1,1,0
483,19,Male,Medium,48.45832925329472,50.81001986697336,79.49844637036371,2.478948131374267,0,0,1,0
484,24,Female,Medium,30.57822282740938,90.91902123897677,66.26300949601249,2.415707531693569,1,0,1,0
485,24,Male,Medium,4.771993886183347,52.006942954268325,56.605247917078515,2.4709374682294847,0,0,0,0
486,23,Male,Medium,4.703597078849282,94.49566881814312,73.49027103342644,3.540355005609236,1,0,0,0
487,20,Female,Medium,47.619737821432736,99.59813736193217,60.82014012473199,3.4958246250641563,1,0,0,0
488,18,Female,Low,15.567248725059347,64.70337310883889,95.97206140759798,2.2105599773206337,1,0,1,0
489,19,Other,Medium,5.511282318041296,60.51592781428968,95.35870837621432,1.999899579611575,0,0,1,1
490,24,Female,High,30.353184770368696,88.26816819290204,70.14230919832573,2.4757840721173876,1,1,1,0
491,23,Male,Medium,31.55879013622304,62.651317046012664,59.673039641095514,2.718317529211327,1,0,0,0
492,22,Male,Low,32.77673618581572,93.27811915861017,84.22794483739835,1.715011631883991,0,1,1,1
493,23,Female,Medium,14.102699365019523,55.142129607873834,42.202776608983996,3.381865254146772,1,0,0,0
494,19,Male,Low,1.7404235265092767,56.29775981896791,68.48614036261907,2.4594482971972687,0,0,0,1
495,19,Male,Low,48.28575310326912,98.95757775503077,60.17940365622001,2.0021366452598786,0,0,1,1
496,23,Male,Low,13.293759238864022,83.69194491350024,95.23215310615328,1.320462978891972,0,0,0,1
497,18,Male,Medium,34.12528811457483,92.34436122144764,40.720181636360955,1.716535481210821,0,0,0,1
498,21,Male,Medium,35.62486362405677,66.2164688675759,73.16889254310095,3.847843515267951,0,0,1,0
499,19,Male,Medium,30.8903634368948,83.82418747603022,84.43981486399755,1.9152990604585798,0,0,1,0
500,23,Male,Low,16.332462316468764,79.71209136542986,69.10107925144247,1.506577868101106,1,1,0,1
501,24,Male,High,14.283716434439222,80.15750600614734,45.1241818097633,2.3820183749649795,0,0,1,1
502,23,Other,High,30.285745852432452,84.12662297688607,98.34768340167413,1.9212632300807462,0,1,0,1
503,20,Male,High,43.43868604697288,78.76795865645494,71.08062588256587,1.1054777508135825,0,0,1,1
504,21,Male,Low,47.38995271724638,71.4531184651333,76.85117465914068,1.9694356518382516,0,0,1,1
505,22,Female,Medium,6.189384415784124,63.79613471902734,54.19658696245044,2.6323258718184057,1,0,1,0
506,18,Male,High,8.586602017288273,88.4290665456601,69.00988510640823,2.6551371160599007,0,0,1,0
507,22,Female,Medium,47.292076680370904,61.313621500159314,65.74896951749932,2.069676763530666,1,0,0,0
508,21,Female,Low,37.090226188404834,84.61771530772072,44.49375052011902,2.341908268757802,0,0,0,0
509,21,Male,Low,44.26669741665888,61.66664113246633,46.36962121284803,3.896553754704299,1,0,0,0
510,21,Male,Medium,10.928999072631814,81.2665084977227,90.24835117712647,2.1320454316909347,0,0,0,0
511,22,Female,High,29.79170768436069,87.35391335645144,54.38919713239542,1.774680439779949,0,0,1,1
512,24,Female,Medium,35.35584012645621,60.93569444532696,51.69749628991784,1.7304011322002804,1,0,0,1
513,21,Male,Medium,34.32548238690166,52.997165043065415,70.29468707500835,2.3732938381124025,0,0,0,1
514,23,Female,Low,20.999432852468207,56.548687149708705,86.12482788175078,3.2785604461508324,1,1,0,0
515,22,Male,Medium,1.7543496928741154,80.29984836355128,43.71679111473927,1.6179645525654196,1,1,1,1
516,21,Other,High,29.56337678340889,92.47232031128678,74.60847517829535,3.127888381422304,0,0,0,0
517,23,Male,Medium,13.401975419800829,52.24984106177122,47.1526265704344,1.0634494700482489,0,1,1,1
518,24,Female,Medium,23.062458061001628,86.70756295208231,42.18766304953711,2.256798933951838,0,1,0,0
519,20,Female,High,47.921469739107046,67.0659322975026,43.164637129733045,3.3275951956083607,1,0,0,0
520,24,Female,Low,20.5527305644793,73.92641849597612,90.04984649250648,2.0161988673232942,1,0,0,0
521,21,Female,Medium,42.150278726556905,96.44297749227829,47.07834901768369,2.6912113043361985,0,1,1,0
522,22,Male,Low,10.238489681713306,66.59857523679227,42.70908186473752,1.6149376984777324,0,0,1,1
523,19,Male,Medium,33.950564403226416,73.2668466969743,66.27399322857474,3.2259861733785167,0,1,1,0
524,21,Male,Medium,48.87334076750823,50.68412073803405,90.63960831652149,1.1568373098062787,1,0,0,1
525,19,Male,Medium,5.992761942773903,54.079936000241915,55.74450258935812,3.557627934626501,0,0,0,0
526,23,Female,Medium,1.4076771691324086,62.9295795567392,65.30275705155498,1.5945891592650043,0,0,1,1
527,20,Male,Medium,22.2455568389981,51.392612041053724,42.39535195382507,3.623194095124992,1,0,0,0
528,18,Male,High,5.538648669516992,81.56876630241254,66.94471084809256,2.057587723901552,0,1,1,1
529,24,Other,Medium,37.670833134135336,71.31991784008113,74.65678483822802,3.16805072342346,0,1,1,0
530,20,Female,Low,45.81288452857939,77.4072601364011,74.25442322512869,1.9576758933585654,1,0,0,1
531,21,Female,Medium,22.267027662729184,58.732359294816476,59.945601530461914,3.7177350137039427,1,0,1,0
532,19,Other,Medium,13.676870465616608,64.79660147183081,58.93199083978813,1.379911376555123,0,1,0,1
533,24,Male,Medium,22.28576263132388,83.19122374263625,46.39741713619587,1.5355593678177961,0,0,0,0
534,19,Male,High,36.448943074650046,98.26513618151999,62.007899238776105,2.4790903754764066,0,0,0,0
535,22,Female,High,1.443653917438178,52.52083868011046,45.96968013237788,1.2458153171144384,0,0,1,1
536,19,Female,Low,29.883245484750162,94.5192160427633,85.9957566827231,1.5879405541052858,1,1,0,1
537,22,Male,High,31.051292559481574,78.84406006556043,97.97645786489116,3.8312991466360433,0,1,1,0
538,23,Female,Low,32.24672409790084,78.19597833778118,98.20446740000241,3.9294689834436616,1,0,1,0
539,24,Male,Low,12.859081919062984,75.01392676038802,91.90426596252362,2.128777987991266,1,0,1,1
540,24,Male,Low,35.988583445528214,53.46970429520917,76.04752896037715,3.769858063041807,0,1,1,0
541,18,Female,High,5.478182830257044,54.493842586808036,82.0519418346328,2.6344740270202953,0,0,0,0
542,21,Female,Medium,10.76424648687324,80.0456002829543,57.112348160824844,1.8092273976213011,0,0,0,1
543,22,Female,Low,43.996032286069614,67.04792857177792,77.84622521035723,3.107196163241796,1,0,0,0
544,18,Male,Medium,37.19743438560175,95.86340332888403,67.33897296639265,2.9767054197245715,1,1,1,0
